what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1418045148999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046554441
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046559272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046561045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046796416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046802305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046902224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046908473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046920749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418046946711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418047017000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418047021161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1418047023166
